pid hid age sex hh_serial pernum workid
24387 4839 23 2 2749463000 5 449811
24388 4839 18 2 2749463000 6 463625
24389 4839 16 2 2749463000 7 463625
24390 4839 13 2 2749463000 8 463625
24391 4839 2 2 2749463000 9 4839
24392 4840 80 1 2749506000 1 4840
24393 4841 56 1 2749651000 1 446127
24394 4841 48 2 2749651000 2 441828
24395 4841 23 2 2749651000 3 448512
24396 4841 19 2 2749651000 4 447179
24397 4841 15 1 2749651000 5 447275
24398 4841 13 2 2749651000 6 448512
24399 4842 65 2 2749808000 1 4842
24400 4842 28 2 2749808000 2 447218
24401 4842 23 2 2749808000 3 444337
24402 4842 38 1 2749808000 4 441857
24403 4842 31 2 2749808000 5 447068
24404 4842 6 1 2749808000 6 444337
24405 4842 8 1 2749808000 7 444337
24406 4843 44 1 2749316000 1 445074
24407 4843 45 2 2749316000 2 4843
24408 4843 22 2 2749316000 3 447283
24409 4843 18 1 2749316000 4 446549
24410 4843 10 2 2749316000 5 444241
24411 4843 9 1 2749316000 6 444241
24412 4844 32 1 2749549000 1 447179
24413 4844 32 2 2749549000 2 4844
24414 4844 15 1 2749549000 3 445366
24415 4844 9 2 2749549000 4 464013
24416 4844 7 1 2749549000 5 464013
24417 4844 5 2 2749549000 6 464013
24418 4845 68 1 2749759000 1 466090
24419 4845 56 2 2749759000 2 442418
24420 4845 24 2 2749759000 3 4845
24421 4845 18 2 2749759000 4 448301
24422 4846 35 1 2749242000 1 447211
24423 4846 34 2 2749242000 2 442296
24424 4846 13 1 2749242000 3 472503
24425 4846 12 2 2749242000 4 472503
24426 4846 7 2 2749242000 5 472503
24427 4846 5 2 2749242000 6 472503
24428 4846 3 1 2749242000 7 4846
24429 4847 37 1 2749926000 1 446303
24430 4847 34 2 2749926000 2 4847
24431 4847 12 2 2749926000 3 447147
24432 4847 3 2 2749926000 4 4847
24433 4848 28 1 2749380000 1 447152
24434 4848 24 2 2749380000 2 4848
24435 4848 6 2 2749380000 3 447147
24436 4848 2 1 2749380000 4 4848
24437 4849 39 1 2749688000 1 446543
24438 4849 34 2 2749688000 2 444457
24439 4849 10 2 2749688000 3 446651
24440 4849 4 2 2749688000 4 4849
24441 4850 32 1 2749719000 1 444917
24442 4850 29 2 2749719000 2 447132
24443 4850 7 2 2749719000 3 446693
24444 4850 5 1 2749719000 4 446693
24445 4851 40 1 2749305000 1 466587
24446 4851 42 2 2749305000 2 447147
24447 4851 23 1 2749305000 3 445411
24448 4851 21 2 2749305000 4 4851
24449 4851 18 2 2749305000 5 447280
24450 4851 16 1 2749305000 6 445337
24451 4851 15 1 2749305000 7 4851
24452 4851 11 2 2749305000 8 463625
24453 4851 10 1 2749305000 9 463625
24454 4851 3 1 2749305000 10 4851
24455 4851 1 2 2749305000 11 4851
24456 4852 42 2 2749854000 1 4852
24457 4852 21 2 2749854000 2 447292
24458 4852 17 1 2749854000 3 447266
24459 4852 14 1 2749854000 4 447284
24460 4852 11 2 2749854000 5 444356
24461 4852 7 2 2749854000 6 444356
24462 4853 47 1 2749567000 1 444886
24463 4853 47 2 2749567000 2 4853
24464 4853 15 2 2749567000 3 444475
24465 4853 20 1 2749567000 4 444475
24466 4853 12 2 2749567000 5 444475
24467 4853 7 2 2749567000 6 444475
24468 4854 54 1 2749841000 1 455094
24469 4854 55 2 2749841000 2 4854
24470 4855 43 1 2749867000 1 445963
24471 4855 38 2 2749867000 2 4855
24472 4855 17 1 2749867000 3 444241
24473 4855 16 1 2749867000 4 444241
24474 4855 13 2 2749867000 5 444241
24475 4855 9 1 2749867000 6 444241
24476 4856 34 2 2749505000 1 4856
24477 4856 15 2 2749505000 2 4856
24478 4856 19 1 2749505000 3 447264
24479 4856 11 1 2749505000 4 445716
24480 4856 9 1 2749505000 5 445716
24481 4857 31 2 2749443000 1 447191
24482 4857 9 1 2749443000 2 444243
24483 4857 8 2 2749443000 3 444243
24484 4857 1 2 2749443000 4 4857
24485 4858 44 2 2749201000 1 444126
24486 4858 14 1 2749201000 2 445433
24487 4858 12 2 2749201000 3 445433
24488 4858 10 2 2749201000 4 445433
24489 4859 33 1 2749904000 1 447069
24490 4859 33 2 2749904000 2 4859
24491 4859 14 1 2749904000 3 446571
24492 4859 10 1 2749904000 4 446571
24493 4859 8 2 2749904000 5 446571
24494 4860 28 1 2749384000 1 447271
24495 4860 26 2 2749384000 2 4860
24496 4860 4 1 2749384000 3 4860
24497 4860 1 1 2749384000 4 4860
24498 4861 40 1 2749769000 1 444887
24499 4861 41 2 2749769000 2 4861
24500 4861 16 1 2749769000 3 463625
24501 4861 13 1 2749769000 4 463625
24502 4861 8 2 2749769000 5 463625
24503 4862 52 1 2749547000 1 444716
24504 4862 51 2 2749547000 2 4862
24505 4862 14 1 2749547000 3 446651
24506 4863 67 1 2749715000 1 4863
24507 4863 63 2 2749715000 2 4863
24508 4863 27 2 2749715000 3 4863
24509 4863 32 1 2749715000 4 449971
24510 4863 45 1 2749715000 5 466119
24511 4863 8 2 2749715000 6 441828
24512 4864 72 1 2749441000 1 4864
24513 4864 71 2 2749441000 2 4864
24514 4864 38 2 2749441000 3 446798
24515 4864 40 1 2749441000 4 446984
24516 4864 10 1 2749441000 5 445433
24517 4864 9 2 2749441000 6 445433
24518 4864 7 2 2749441000 7 445433
24519 4865 53 1 2749712000 1 4865
24520 4865 53 2 2749712000 2 447763
24521 4865 18 1 2749712000 3 4865
24522 4865 13 2 2749712000 4 4865
24523 4866 46 1 2749516000 1 446997
24524 4866 46 2 2749516000 2 4866
24525 4866 21 1 2749516000 3 446617
24526 4867 40 1 2749305000 1 466058
24527 4867 42 2 2749305000 2 447225
24528 4867 23 1 2749305000 3 449973
24529 4867 21 2 2749305000 4 4867
24530 4867 18 2 2749305000 5 447272
24531 4867 16 1 2749305000 6 455114
24532 4867 15 1 2749305000 7 4867
24533 4867 11 2 2749305000 8 442032
24534 4867 10 1 2749305000 9 442032
24535 4867 3 1 2749305000 10 4867
24536 4867 1 2 2749305000 11 4867
24537 4868 25 1 2749214000 1 466027
24538 4868 25 2 2749214000 2 4868
24539 4868 4 1 2749214000 3 4868
24540 4868 2 1 2749214000 4 4868
24541 4869 64 2 2749492000 1 4869
24542 4869 28 1 2749492000 2 445078
24543 4869 17 1 2749492000 3 455044
24544 4869 40 1 2749492000 4 441928
24545 4870 26 1 2749670000 1 445769
24546 4870 22 2 2749670000 2 4870
24547 4870 5 2 2749670000 3 445433
24548 4870 3 2 2749670000 4 4870
24549 4871 37 1 2749745000 1 447035
24550 4871 38 2 2749745000 2 4871
24551 4871 20 1 2749745000 3 444536
24552 4871 12 1 2749745000 4 472503
24553 4871 0 1 2749745000 5 4871
24554 4872 64 2 2749232000 1 4872
24555 4872 46 1 2749232000 2 447236
24556 4872 46 2 2749232000 3 4872
24557 4872 19 2 2749232000 4 446651
24558 4872 18 1 2749232000 5 446651
24559 4872 17 1 2749232000 6 4872
24560 4872 14 2 2749232000 7 446651
24561 4872 12 2 2749232000 8 446651
24562 4873 60 1 2749411000 1 447261
24563 4873 55 2 2749411000 2 4873
24564 4873 24 2 2749411000 3 445395
24565 4873 20 1 2749411000 4 447174
24566 4873 17 2 2749411000 5 4873
24567 4874 53 1 2749668000 1 447271
24568 4874 50 2 2749668000 2 4874
24569 4875 32 1 2749656000 1 466122
24570 4875 12 1 2749656000 2 445791
24571 4875 10 1 2749656000 3 445791
24572 4875 8 2 2749656000 4 445791
24573 4875 6 1 2749656000 5 445791
24574 4875 30 2 2749656000 6 444679
24575 4876 27 2 2749353000 1 4876
24576 4876 12 1 2749353000 2 448512
24577 4876 10 2 2749353000 3 448512
24578 4877 55 1 2749931000 1 445835
24579 4877 50 2 2749931000 2 464030
24580 4877 23 1 2749931000 3 447264
24581 4877 19 2 2749931000 4 4877
24582 4877 16 2 2749931000 5 4877
24583 4878 28 2 2749644000 1 4878
24584 4878 70 1 2749644000 2 447272
24585 4878 5 1 2749644000 3 444337
24586 4878 3 2 2749644000 4 4878
24587 4878 2 1 2749644000 5 4878
24588 4879 26 2 2749773000 1 445553
24589 4879 8 2 2749773000 2 445873
24590 4879 6 1 2749773000 3 445873
24591 4879 4 2 2749773000 4 4879
24592 4880 55 1 2749379000 1 450448
24593 4880 50 2 2749379000 2 4880
24594 4880 28 2 2749379000 3 473235
24595 4880 21 1 2749379000 4 455001
24596 4880 17 2 2749379000 5 442360
24597 4881 18 1 2749853000 1 447261
24598 4881 19 2 2749853000 2 4881
24599 4881 1 1 2749853000 3 4881
24600 4882 72 1 2749858000 1 4882
24601 4882 72 2 2749858000 2 4882
24602 4882 55 1 2749858000 3 4882
24603 4882 37 1 2749858000 4 4882
24604 4882 33 1 2749858000 5 4882
24605 4883 77 1 2749616000 1 4883
24606 4883 33 1 2749616000 2 447143
24607 4883 38 2 2749616000 3 4883
24608 4883 11 2 2749616000 4 463625
24609 4883 4 2 2749616000 5 4883
24610 4883 1 2 2749616000 6 4883
24611 4884 57 1 2749455000 1 446031
24612 4884 54 2 2749455000 2 445248
24613 4884 20 1 2749455000 3 444600
24614 4885 48 1 2749734000 1 447295
24615 4885 40 2 2749734000 2 4885
24616 4885 16 1 2749734000 3 446436
24617 4885 13 1 2749734000 4 446436
24618 4885 11 2 2749734000 5 446436
24619 4886 54 1 2749563000 1 441641
24620 4886 48 2 2749563000 2 4886
24621 4886 18 2 2749563000 3 4886
24622 4886 12 1 2749563000 4 445716
24623 4886 10 1 2749563000 5 445716
24624 4887 26 1 2749670000 1 445464
24625 4887 22 2 2749670000 2 4887
24626 4887 5 2 2749670000 3 446333
24627 4887 3 2 2749670000 4 4887
24628 4888 68 1 2749759000 1 445970
24629 4888 56 2 2749759000 2 447273
24630 4888 24 2 2749759000 3 4888
24631 4888 18 2 2749759000 4 444243
24632 4889 28 1 2749154000 1 455086
24633 4889 28 2 2749154000 2 4889
24634 4889 4 1 2749154000 3 4889
24635 4889 3 1 2749154000 4 4889
24636 4890 43 2 2749809000 1 4890
24637 4890 17 1 2749809000 2 442463
24638 4890 13 1 2749809000 3 441828
24639 4890 10 2 2749809000 4 441828
24640 4891 30 2 2749328000 1 4891
24641 4891 11 2 2749328000 2 445971
24642 4891 14 2 2749328000 3 4891
24643 4892 32 1 2749622000 1 466537
24644 4892 34 2 2749622000 2 4892
24645 4892 13 2 2749622000 3 466538
24646 4892 10 1 2749622000 4 466538
24647 4892 5 1 2749622000 5 466538
24648 4893 47 1 2749724000 1 450451
24649 4893 43 2 2749724000 2 4893
24650 4893 25 1 2749724000 3 449809
24651 4893 23 1 2749724000 4 441928
24652 4893 20 2 2749724000 5 466049
24653 4893 18 2 2749724000 6 442032
24654 4894 52 1 2749273000 1 455065
24655 4894 51 2 2749273000 2 441539
24656 4894 16 1 2749273000 3 466649
24657 4894 15 2 2749273000 4 445971
24658 4894 6 2 2749273000 5 445971
24659 4895 45 1 2749334000 1 466139
24660 4895 47 2 2749334000 2 455110
24661 4895 14 2 2749334000 3 442032
24662 4895 12 2 2749334000 4 442032
24663 4895 10 1 2749334000 5 442032
24664 4896 45 1 2749174000 1 447271
24665 4896 38 2 2749174000 2 4896
24666 4896 19 2 2749174000 3 4896
24667 4896 16 2 2749174000 4 4896
24668 4896 14 2 2749174000 5 446617
24669 4896 12 2 2749174000 6 446617
24670 4896 10 1 2749174000 7 446617
24671 4896 9 1 2749174000 8 446617
24672 4897 30 1 2749324000 1 466049
24673 4897 4 2 2749324000 2 4897
24674 4897 6 1 2749324000 3 446046
24675 4897 28 2 2749324000 4 4897
24676 4898 59 1 2749280000 1 4898
24677 4898 59 2 2749280000 2 4898
24678 4898 22 1 2749280000 3 463625
24679 4899 57 1 2749264000 1 447292
24680 4899 47 2 2749264000 2 4899
24681 4899 24 1 2749264000 3 447295
24682 4899 17 1 2749264000 4 444566
24683 4899 14 2 2749264000 5 4899
24684 4900 50 1 2749456000 1 447295
24685 4900 49 2 2749456000 2 4900
24686 4900 30 1 2749456000 3 446981
24687 4900 25 2 2749456000 4 4900
24688 4900 21 1 2749456000 5 447197
24689 4900 24 2 2749456000 6 4900
24690 4900 4 2 2749456000 7 4900
24691 4901 69 1 2749446000 1 444568
24692 4902 62 1 2749523000 1 444412
24693 4902 56 2 2749523000 2 4902
24694 4902 27 1 2749523000 3 449948
24695 4902 25 1 2749523000 4 444919
24696 4902 23 1 2749523000 5 447154
24697 4902 18 1 2749523000 6 444810
24698 4902 14 1 2749523000 7 447016
24699 4903 28 1 2749825000 1 447295
24700 4903 28 2 2749825000 2 4903
24701 4903 2 1 2749825000 3 4903
24702 4904 69 2 2749696000 1 4904
24703 4904 69 1 2749696000 2 466664
24704 4905 37 1 2749463000 1 446946
24705 4905 36 2 2749463000 2 4905
24706 4905 27 2 2749463000 3 447174
24707 4905 36 1 2749463000 4 447292
24708 4905 23 2 2749463000 5 445163
24709 4905 18 2 2749463000 6 444337
24710 4905 16 2 2749463000 7 444337
24711 4905 13 2 2749463000 8 444337
24712 4905 2 2 2749463000 9 4905
24713 4906 25 1 2749214000 1 449975
24714 4906 25 2 2749214000 2 4906
24715 4906 4 1 2749214000 3 4906
24716 4906 2 1 2749214000 4 4906
24717 4907 60 1 2749600000 1 466049
24718 4907 46 2 2749600000 2 4907
24719 4907 21 2 2749600000 3 442032
24720 4907 18 2 2749600000 4 442032
24721 4907 17 2 2749600000 5 442032
24722 4908 18 1 2749368000 1 446959
24723 4908 16 2 2749368000 2 4908
24724 4908 1 2 2749368000 3 4908
24725 4909 32 1 2749902000 1 445299
24726 4909 19 2 2749902000 2 4909
24727 4909 2 2 2749902000 3 4909
24728 4910 35 1 2749628000 1 447043
24729 4910 24 2 2749628000 2 447264
24730 4910 6 1 2749628000 3 444356
24731 4910 0 2 2749628000 4 4910
24732 4911 26 1 2749574000 1 455084
24733 4911 27 2 2749574000 2 4911
24734 4911 7 1 2749574000 3 466102
24735 4911 2 1 2749574000 4 4911
24736 4912 30 1 2749238000 1 445278
24737 4912 36 2 2749238000 2 4912
24738 4912 9 1 2749238000 3 446333
24739 4912 6 1 2749238000 4 446333
24740 4913 31 1 2749934000 1 450489
24741 4913 30 2 2749934000 2 4913
24742 4913 7 1 2749934000 3 450000
24743 4913 6 1 2749934000 4 450000
24744 4914 36 1 2749725000 1 447295
24745 4914 37 2 2749725000 2 4914
24746 4914 10 2 2749725000 3 446311
24747 4915 42 2 2749854000 1 4915
24748 4915 21 2 2749854000 2 441909
24749 4915 17 1 2749854000 3 466128
24750 4915 14 1 2749854000 4 466021
24751 4915 11 2 2749854000 5 466102
24752 4915 7 2 2749854000 6 466102
24753 4916 68 1 2749759000 1 445359
24754 4916 56 2 2749759000 2 445240
24755 4916 24 2 2749759000 3 4916
24756 4916 18 2 2749759000 4 446693
24757 4917 72 1 2749441000 1 4917
24758 4917 71 2 2749441000 2 4917
24759 4917 38 2 2749441000 3 444175
24760 4917 40 1 2749441000 4 447178
24761 4917 10 1 2749441000 5 446617
24762 4917 9 2 2749441000 6 446617
24763 4917 7 2 2749441000 7 446617
24764 4918 73 1 2749367000 1 447126
24765 4919 42 1 2749785000 1 449823
24766 4919 38 2 2749785000 2 4919
24767 4919 9 2 2749785000 3 446693
24768 4919 5 1 2749785000 4 446693
24769 4919 4 1 2749785000 5 4919
24770 4919 4 1 2749785000 6 4919
24771 4920 54 1 2749317000 1 466139
24772 4920 51 2 2749317000 2 4920
24773 4920 16 1 2749317000 3 446571
24774 4920 13 2 2749317000 4 446571
24775 4920 11 2 2749317000 5 446571
24776 4921 36 1 2749458000 1 447147
24777 4921 36 2 2749458000 2 447273
24778 4921 14 1 2749458000 3 444356
24779 4921 11 2 2749458000 4 444356
24780 4921 9 1 2749458000 5 444356
24781 4922 56 2 2749298000 1 447266
24782 4922 66 2 2749298000 2 4922
24783 4922 23 1 2749298000 3 444481
24784 4922 24 2 2749298000 4 4922
24785 4922 1 2 2749298000 5 4922
24786 4923 29 2 2749705000 1 446009
24787 4923 22 1 2749705000 2 447283
24788 4923 15 2 2749705000 3 445433
24789 4923 2 1 2749705000 4 4923
24790 4924 32 1 2749529000 1 446952
24791 4924 29 2 2749529000 2 4924
24792 4924 11 2 2749529000 3 446571
24793 4924 6 2 2749529000 4 446571
24794 4924 4 1 2749529000 5 4924
24795 4925 53 1 2749944000 1 446246
24796 4925 48 2 2749944000 2 4925
24797 4925 20 2 2749944000 3 438992
24798 4925 17 1 2749944000 4 444337
24799 4925 27 1 2749944000 5 446333
24800 4925 25 2 2749944000 6 466525
24801 4925 2 2 2749944000 7 4925
24802 4925 10 1 2749944000 8 444337
24803 4926 23 1 2749559000 1 447276
24804 4926 23 2 2749559000 2 4926
24805 4926 6 1 2749559000 3 445433
24806 4926 0 2 2749559000 4 4926
24807 4927 64 1 2749363000 1 447271
24808 4927 61 2 2749363000 2 4927
24809 4927 27 1 2749363000 3 447247
24810 4928 36 1 2749763000 1 455100
24811 4928 30 2 2749763000 2 4928
24812 4928 9 1 2749763000 3 466556
24813 4928 7 2 2749763000 4 466556
24814 4929 46 1 2749654000 1 446719
24815 4929 30 2 2749654000 2 4929
24816 4929 16 2 2749654000 3 441928
24817 4929 12 2 2749654000 4 446333
24818 4929 5 2 2749654000 5 446333
24819 4929 19 2 2749654000 6 446984
24820 4930 40 1 2749769000 1 450497
24821 4930 41 2 2749769000 2 4930
24822 4930 16 1 2749769000 3 463625
24823 4930 13 1 2749769000 4 463625
24824 4930 8 2 2749769000 5 463625
24825 4931 54 2 2749171000 1 447259
24826 4931 31 2 2749171000 2 4931
24827 4931 18 1 2749171000 3 446128
24828 4931 17 2 2749171000 4 4931
24829 4931 15 1 2749171000 5 445880
24830 4931 11 1 2749171000 6 445716
24831 4931 26 2 2749171000 7 447264
24832 4931 7 1 2749171000 8 445716
24833 4931 5 2 2749171000 9 445716
24834 4931 3 1 2749171000 10 4931
24835 4932 58 1 2749865000 1 447147
24836 4932 56 2 2749865000 2 4932
24837 4932 22 1 2749865000 3 466647
24838 4933 32 1 2749842000 1 441483
24839 4933 26 2 2749842000 2 4933
24840 4933 3 2 2749842000 3 4933
24841 4934 29 1 2749863000 1 447222
24842 4934 27 2 2749863000 2 4934
24843 4934 9 2 2749863000 3 444243
24844 4934 5 1 2749863000 4 444243
24845 4935 34 2 2749505000 1 4935
24846 4935 15 2 2749505000 2 4935
24847 4935 19 1 2749505000 3 447155
24848 4935 11 1 2749505000 4 446333
24849 4935 9 1 2749505000 5 446333
24850 4936 58 1 2749938000 1 455067
24851 4936 58 2 2749938000 2 4936
24852 4936 24 1 2749938000 3 466139
24853 4936 22 2 2749938000 4 4936
24854 4936 22 2 2749938000 5 4936
24855 4936 25 1 2749938000 6 466672
24856 4937 28 2 2749648000 1 445349
24857 4937 10 1 2749648000 2 444337
24858 4937 8 2 2749648000 3 444337
24859 4938 22 1 2749585000 1 444529
24860 4938 22 2 2749585000 2 4938
24861 4938 1 1 2749585000 3 4938
24862 4939 30 2 2749733000 1 4939
24863 4939 3 1 2749733000 2 4939
24864 4939 12 1 2749733000 3 466556
24865 4939 10 1 2749733000 4 466556
24866 4939 8 1 2749733000 5 466556
24867 4939 6 2 2749733000 6 466556
24868 4940 43 1 2749333000 1 447291
24869 4940 43 2 2749333000 2 4940
24870 4940 12 2 2749333000 3 445791
24871 4940 10 2 2749333000 4 445791
24872 4940 21 1 2749333000 5 444811
24873 4940 23 1 2749333000 6 455114
24874 4940 18 2 2749333000 7 4940
24875 4940 1 2 2749333000 8 4940
24876 4940 17 1 2749333000 9 447264
24877 4940 18 2 2749333000 10 4940
24878 4941 40 2 2749859000 1 447132
24879 4941 22 1 2749859000 2 445715
24880 4941 18 1 2749859000 3 447266
24881 4941 6 1 2749859000 4 445715
24882 4941 1 1 2749859000 5 4941
24883 4942 43 1 2749875000 1 446981
24884 4942 42 2 2749875000 2 448012
24885 4942 17 2 2749875000 3 4942
24886 4942 20 1 2749875000 4 449931
24887 4942 7 2 2749875000 5 447016
24888 4942 1 2 2749875000 6 4942
24889 4943 50 1 2749676000 1 447271
24890 4943 52 2 2749676000 2 4943
24891 4943 24 2 2749676000 3 4943
24892 4943 17 1 2749676000 4 444661
24893 4943 19 1 2749676000 5 446165
24894 4943 22 1 2749676000 6 447284
24895 4943 3 1 2749676000 7 4943
24896 4944 53 1 2749473000 1 447275
24897 4944 54 2 2749473000 2 4944
24898 4944 31 1 2749473000 3 447263
24899 4944 22 2 2749473000 4 4944
24900 4944 16 2 2749473000 5 444337
24901 4945 37 1 2749262000 1 466558
24902 4945 34 2 2749262000 2 4945
24903 4945 15 1 2749262000 3 447271
24904 4945 12 1 2749262000 4 448512
24905 4945 2 1 2749262000 5 4945
24906 4946 29 2 2749736000 1 4946
24907 4946 6 2 2749736000 2 444679
24908 4947 64 2 2749232000 1 4947
24909 4947 46 1 2749232000 2 466146
24910 4947 46 2 2749232000 3 4947
24911 4947 19 2 2749232000 4 466556
24912 4947 18 1 2749232000 5 466556
24913 4947 17 1 2749232000 6 4947
24914 4947 14 2 2749232000 7 466556
24915 4947 12 2 2749232000 8 466556
24916 4948 60 1 2749267000 1 450403
24917 4948 30 2 2749267000 2 4948
24918 4948 28 2 2749267000 3 445402
24919 4949 75 2 2749544000 1 4949
24920 4950 41 1 2749527000 1 446469
24921 4950 38 2 2749527000 2 4950
24922 4950 18 1 2749527000 3 441828
24923 4950 15 2 2749527000 4 441828
24924 4951 58 1 2749865000 1 445240
24925 4951 56 2 2749865000 2 4951
24926 4951 22 1 2749865000 3 446622
24927 4952 60 1 2749381000 1 442451
24928 4952 60 2 2749381000 2 4952
24929 4952 96 2 2749381000 3 4952
24930 4952 38 2 2749381000 4 466040
24931 4952 11 2 2749381000 5 442360
24932 4952 20 1 2749381000 6 442453
24933 4952 22 2 2749381000 7 4952
24934 4953 55 1 2749730000 1 447043
24935 4953 62 2 2749730000 2 447272
24936 4953 34 1 2749730000 3 441928
24937 4953 32 2 2749730000 4 447275
24938 4953 27 2 2749730000 5 447162
24939 4953 23 1 2749730000 6 441853
24940 4954 62 1 2749523000 1 444693
24941 4954 56 2 2749523000 2 4954
24942 4954 27 1 2749523000 3 445786
24943 4954 25 1 2749523000 4 447178
24944 4954 23 1 2749523000 5 446692
24945 4954 18 1 2749523000 6 447292
24946 4954 14 1 2749523000 7 446436
24947 4955 38 1 2749677000 1 455048
24948 4956 33 1 2749503000 1 444893
24949 4956 33 2 2749503000 2 4956
24950 4956 10 1 2749503000 3 444475
24951 4956 4 1 2749503000 4 4956
24952 4957 45 1 2749689000 1 447179
24953 4957 45 2 2749689000 2 4957
24954 4957 25 2 2749689000 3 4957
24955 4957 21 1 2749689000 4 446651
24956 4957 19 2 2749689000 5 4957
24957 4958 27 1 2749915000 1 447273
24958 4958 24 2 2749915000 2 4958
24959 4958 9 1 2749915000 3 444679
24960 4958 2 1 2749915000 4 4958
24961 4959 40 1 2749175000 1 466049
24962 4959 40 2 2749175000 2 4959
24963 4959 19 2 2749175000 3 4959
24964 4959 18 2 2749175000 4 4959
24965 4959 17 2 2749175000 5 4959
24966 4959 13 1 2749175000 6 448512
24967 4959 10 2 2749175000 7 448512
24968 4960 64 2 2749232000 1 4960
24969 4960 46 1 2749232000 2 444051
24970 4960 46 2 2749232000 3 4960
24971 4960 19 2 2749232000 4 445791
24972 4960 18 1 2749232000 5 445791
24973 4960 17 1 2749232000 6 4960
24974 4960 14 2 2749232000 7 445791
24975 4960 12 2 2749232000 8 445791
24976 4961 46 1 2749605000 1 445882
24977 4961 45 2 2749605000 2 4961
24978 4961 24 2 2749605000 3 447236
24979 4961 13 2 2749605000 4 444600
24980 4962 44 1 2749564000 1 447153
24981 4962 42 2 2749564000 2 4962
24982 4962 23 2 2749564000 3 441866
24983 4962 22 2 2749564000 4 442032
24984 4962 18 2 2749564000 5 442032
24985 4962 17 2 2749564000 6 442032
24986 4962 2 1 2749564000 7 4962
24987 4963 34 2 2749699000 1 4963
24988 4963 18 1 2749699000 2 455113
24989 4963 17 1 2749699000 3 441610
24990 4963 15 2 2749699000 4 448512
24991 4963 13 1 2749699000 5 448512
24992 4964 54 2 2749171000 1 447164
24993 4964 31 2 2749171000 2 4964
24994 4964 18 1 2749171000 3 447272
24995 4964 17 2 2749171000 4 4964
24996 4964 15 1 2749171000 5 466641
24997 4964 11 1 2749171000 6 445873
24998 4964 26 2 2749171000 7 449937
24999 4964 7 1 2749171000 8 445873
25000 4964 5 2 2749171000 9 445873
25001 4964 3 1 2749171000 10 4964
25002 4965 33 1 2749819000 1 447248
25003 4965 33 2 2749819000 2 4965
25004 4965 13 1 2749819000 3 446807
25005 4965 11 1 2749819000 4 444679
25006 4965 10 1 2749819000 5 444679
25007 4965 8 2 2749819000 6 444679
25008 4966 64 2 2749232000 1 4966
25009 4966 46 1 2749232000 2 441788
25010 4966 46 2 2749232000 3 4966
25011 4966 19 2 2749232000 4 466561
25012 4966 18 1 2749232000 5 466561
25013 4966 17 1 2749232000 6 4966
25014 4966 14 2 2749232000 7 466561
25015 4966 12 2 2749232000 8 466561
25016 4967 24 1 2749308000 1 466559
25017 4967 23 2 2749308000 2 4967
25018 4967 7 2 2749308000 3 442360
25019 4968 43 2 2749293000 1 4968
25020 4968 19 2 2749293000 2 447211
25021 4968 16 2 2749293000 3 445791
25022 4968 12 2 2749293000 4 445791
25023 4968 9 1 2749293000 5 445791
25024 4968 7 1 2749293000 6 445791
25025 4969 42 1 2749945000 1 446684
25026 4969 41 2 2749945000 2 4969
25027 4969 20 2 2749945000 3 448301
25028 4969 16 2 2749945000 4 448301
25029 4969 12 2 2749945000 5 448301
25030 4970 19 1 2749248000 1 441563
25031 4970 23 2 2749248000 2 4970
25032 4970 2 1 2749248000 3 4970
25033 4971 45 1 2749689000 1 441928
25034 4971 45 2 2749689000 2 4971
25035 4971 25 2 2749689000 3 4971
25036 4971 21 1 2749689000 4 473215
25037 4971 19 2 2749689000 5 4971
25038 4972 34 2 2749505000 1 4972
25039 4972 15 2 2749505000 2 4972
25040 4972 19 1 2749505000 3 446769
25041 4972 11 1 2749505000 4 444475
25042 4972 9 1 2749505000 5 444475
25043 4973 25 1 2749817000 1 445684
25044 4973 28 2 2749817000 2 445403
25045 4973 2 1 2749817000 3 4973
25046 4974 39 1 2749466000 1 466616
25047 4974 36 2 2749466000 2 4974
25048 4974 17 1 2749466000 3 449956
25049 4974 16 2 2749466000 4 4974
25050 4974 14 1 2749466000 5 441828
25051 4975 28 1 2749693000 1 444116
25052 4975 22 2 2749693000 2 4975
25053 4975 5 1 2749693000 3 446651
25054 4975 0 2 2749693000 4 4975
25055 4976 45 2 2749245000 1 4976
25056 4976 16 2 2749245000 2 446693
25057 4976 14 2 2749245000 3 446693
25058 4976 12 1 2749245000 4 446693
25059 4976 10 2 2749245000 5 446693
25060 4976 6 1 2749245000 6 446693
25061 4977 45 1 2749744000 1 447247
25062 4977 46 2 2749744000 2 4977
25063 4977 17 1 2749744000 3 446023
25064 4977 12 1 2749744000 4 446436
25065 4978 36 1 2749210000 1 447266
25066 4978 35 2 2749210000 2 4978
25067 4978 9 2 2749210000 3 446651
25068 4978 2 2 2749210000 4 4978
25069 4979 47 1 2749508000 1 447261
25070 4979 48 2 2749508000 2 4979
25071 4980 65 2 2749808000 1 4980
25072 4980 28 2 2749808000 2 446732
25073 4980 23 2 2749808000 3 444679
25074 4980 38 1 2749808000 4 445716
25075 4980 31 2 2749808000 5 446901
25076 4980 6 1 2749808000 6 444679
25077 4980 8 1 2749808000 7 444679
25078 4981 38 1 2749178000 1 466141
25079 4981 39 2 2749178000 2 4981
25080 4981 12 1 2749178000 3 463625
25081 4981 10 1 2749178000 4 463625
25082 4981 9 2 2749178000 5 463625
25083 4982 44 2 2749839000 1 4982
25084 4982 27 1 2749839000 2 4982
25085 4982 25 1 2749839000 3 4982
